桥ID,古桥名称,建造年代,经度,纬度,所在省份,桥型,材质,长度,跨度,保护级别,数据来源,建造朝代,地理区域,桥梁时代,规模分类,故事,
br_0bf004107cfa,兰州镇远浮桥,1909,103.82,36.06,甘肃,浮桥,木,233,45.9,国家级,《兰州市志》,明清时期,西北,近现代,大型,"兰州镇远浮桥
兰州黄河铁桥，又名中山桥，位于甘肃省兰州市白塔山下的滨河路中段。由美国桥梁公司设计、德国泰来洋行承建、中国工匠施工的合作模式建造。 [4]清光绪三十四年（1908年）5月9日，兰州黄河铁桥工程正式开工。清宣统元年（1909年）8月19日，兰州黄河铁桥竣工通行。 民国十七年（1928年），为纪念孙中山先生始称“中山桥”。
兰州黄河铁桥长233.5米，总宽8.36米。 为四墩五孔，每孔跨径45.9米。上部结构为梯形穿式钢桁架，每一跨都是超静定结构组成桁架体系，由竖向钢架划分成五个长方形。
兰州黄河铁桥是中国近代史上整个西北地区第一座引进外国技术建造的桥梁，这一特殊的建设背景及建设年代使兰州黄河铁桥成为研究近代历史的钥匙，在中国的建筑历史上占有独特的地位。兰州黄河铁桥作为一个交通结构工程，体现了中国近代历史上洋务运动时期建筑艺术发展史的风格、流派、特征。同时，建造桥梁所需物资的运输过程也创造了近代运输史上的奇迹。
2006年5月25日，兰州黄河铁桥被中华人民共和国国务院公布为第六批全国重点文物保护单位。 2019年4月12日，入选由中国科学技术协会调宣部主办，中国科学技术协会创新战略研究院、中国城市规划学会共同承办的“中国工业遗产保护名录（第二批）”.",
br_f0f783ed7b43,驾虹桥,1406,118.5370,30.2875,安徽,五跨石梁平桥,石梁+石墩,57.5,8,省级,《旌德县志》,明清时期,华东,古代,中型,"驾虹桥
历史背景：驾虹桥位于安徽，档案中多记其建于1406，属明清时期，地处华东一带，为五跨石梁平桥。据《旌德县志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石梁+石墩为主要用材，桥长约57.5米，跨度约8米；在现表中多归为中型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_bb305bd6049e,北岸廊桥,1750,118.5799,29.9061,安徽,三孔实腹式石拱廊桥,石,33,7,国家级,《黄山市志》,明清时期,华东,古代,小型,"北岸廊桥
北岸廊桥又名风雨廊桥，位于安徽省黄山市歙县北岸镇杭徽公路右侧北岸棉溪河上。北岸廊桥是徽州廊桥中造型最为别致也最为壮观的一座，建于清代中叶时期，该廊桥系3孔石桥，长33米，宽4.7米，高6米，桥廊为砖木结构，高约5米。
北岸廊桥河南北两端廊墙开有对称大门，均有厚木柜可以开关，南端门额书“乡贤里”，侧书“西流毓秀”四字，北端门额书谦庵旧址。长廊内分11间，沿墙均置坐凳，北端第二间的西侧凭窗外置“美人靠”。
1998年5月4日，北岸廊桥被安徽省政府公布为第四批安徽省文物保护单位。2013年3月5日，北岸廊桥被国务院公布为第七批全国重点文物保护单位。",
br_4b1aef16e491,会清桥,1485,117.4415,26.0812,福建,丹霞石砌拱拳与桥墩,石,41,13,省级,《永安市志》,明清时期,华东,古代,小型,"会清桥
历史背景：会清桥位于福建，档案中多记其建于1485，属明清时期，地处华东一带，为丹霞石砌拱拳与桥墩。据《永安市志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约41米，跨度约13米；在现表中多归为小型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_db3d22afbd64,值庆桥,1490,118.5197,26.7271,福建,单孔井字型圆木叠涩伸臂廊桥,石,30,6.5,国家级,《建瓯市志》,明清时期,华东,古代,小型,"值庆桥
历史背景：值庆桥位于福建，档案中多记其建于1490，属明清时期，地处华东一带，为单孔井字型圆木叠涩伸臂廊桥。据《建瓯市志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约30米，跨度约6.5米；在现表中多归为小型桥梁，保护层级为国家级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_49814b89cd80,东溪桥,1570,118.7885,30.9320,浙江,九孔满肩实腹式石拱桥,石,41.7,8,省级,《泰顺县志》,明清时期,华东,古代,中型,"东溪桥
泰顺廊桥之东溪桥，“在泰顺县泗溪镇东溪上，系浙南闽北廊桥群中的典型之一。廊桥基本层工艺由编木拱梁而成，外加髹红护板，侧望宛如曲虹，其映水影形酷似倒写‘八’字。溪东桥总体结构有三层，分而言之，自下而上分别是编木拱梁桥（基本层）、素柱红板长廊、藻井阁楼。上海交通大学建筑学系教授、博导杨鸿勋在为刘杰、沈为平著《泰顺廊桥》所写《序》中提出，地处百越之乡的浙南闽北多越裔，富有区域建筑特色的泰顺廊桥，其文化根基深远，和7000年前河姆渡文化所反映的高度水准的木结构成就（干栏）有着历史渊源关系。”（《载敬堂集》） 陈志岁《东溪桥》诗：“万山深处越人乡，拱木安流起丽廊。歇听飞檐翘角雨，行蹂崇堍末阶霜。 曲虹映八波中漾，层构划三云里藏。衍进干栏祖先术，蜚声世界列桥王。”
建设历程
东溪桥（俗称溪东桥）始建于明隆庆四年（1570年）。后于清乾隆十年（1745年）重建。该桥为泰顺造型较为典型的木拱桥之一，现为省级重点文物保护单位。
桥梁设计
东溪桥长41.7米，宽4.86米，高10.35米，单孔跨径25.7米。桥梁为宫殿式结构，飞檐翘角，中央有重檐阁楼，在泰顺的木拱桥中造型具有代表性 。
该桥采用编木拱梁工艺建造，外加髹红护板。其侧望宛如曲虹，映水之影酷似倒写的“八”字。桥身为重檐屋顶，两个楼层共12个角翼高高翘起 [2]。
保护与开发
东溪桥现为省级重点文物保护单位，并被中国科技史话丛书《桥梁史话》刊载图文，视为全国桥梁典型之一。 东溪桥与北涧桥合称泗溪姊妹桥，同被列为省级文保单位。
该桥作为重要旅游景点，可供游客参观，地址位于温州市泰顺县泗溪镇下桥村。",
br_3b31699ae718,望仙桥,1090,112.5678,28.3456,浙江,石拱桥,石,16.9,4.7,省级,《杭州市志》,宋元时期,华东,古代,小型,"望仙桥
历史背景：望仙桥位于浙江，档案中多记其建于1090，属宋元时期，地处华东一带，为石拱桥。据《杭州市志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约16.9米，跨度约4.7米；在现表中多归为小型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_a593ae07ddef,阮公桥,1499,118.7821,30.9191,安徽,五孔满肩实腹式石拱桥,青石,50,9.6,市级,《宣城市志》,明清时期,华东,古代,中型,"阮公桥
历史背景：阮公桥位于安徽，档案中多记其建于1499，属明清时期，地处华东一带，为五孔满肩实腹式石拱桥。据《宣城市志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以青石为主要用材，桥长约50米，跨度约9.6米；在现表中多归为中型桥梁，保护层级为市级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_331ccf9d2dd1,济南平阴永济桥,1500,116.278,36.257,山东,单孔拱形青石桥,石,40,15.5,国家级,《平阴县志》,明清时期,华东,古代,中型,"济南平阴永济桥
历史背景：济南平阴永济桥位于山东，档案中多记其建于1500，属明清时期，地处华东一带，为单孔拱形青石桥。据《平阴县志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约40米，跨度约15.5米；在现表中多归为中型桥梁，保护层级为国家级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_73ca174045b6,武汉北洋桥,1504,114.39,30.58,湖北,单孔双圆心石拱桥,石,50,14,市级,《武汉市志》,明清时期,华中,古代,中型,"武汉北洋桥
北洋桥并非浮桥，而是武汉现存最古老、且有明确纪年的石拱桥。它建于明弘治十七年（1504年），位于武昌（今武汉市武昌区）的北洋港（今东湖港）上，是一座服务于地方交通的九孔石梁桥。
详细背景与历史价值：
1. 建造背景与目的：明代，武昌城东的“北洋港”是连接东湖与沙湖、通往长江的重要水道，两岸居民往来依赖摆渡，十分不便且危险。为解决这一民生问题，由当地土绅集资、僧人化缘，共同筹建了这座石桥。其建设体现了地方社会力量对公共基础设施的贡献，主要目的是便利商旅与居民日常通行，而非军事或国家漕运。
2. 工程技术：北洋桥为石墩石梁结构，初建时为九孔。桥墩船形，以减轻水流冲击。桥面用长条花岗石铺就，坚固耐用。桥身刻有“北洋桥”及“弘治甲子年”等铭文，是断代的确凿证据。其设计和用料体现了明代湖北地区民间石桥的典型工艺。
3. 历史地位与演变：
   * 交通要道：在长达五百多年的时间里，它一直是连接武昌东部与外界的重要陆路节点，直至现代公路桥梁建成。
   * 文物价值：作为武汉唯一有确切建桥年代记载的明代古桥，且保存基本完好，它被誉为“武汉古桥活化石”，是研究明代武汉地方史、桥梁建筑史和城市地理变迁的珍贵实物资料。
   * 保护现状：现为湖北省文物保护单位。桥体历经多次修缮，但明代的主体结构和风貌得以保留，至今仍静卧在原址（今武昌区北洋桥路），成为一处重要的历史地标。
总结：武汉北洋桥（1504年）是一座由民间力量兴建的明代石梁桥。它与之前讨论的黄河、渭河上的国家级战略浮桥性质不同，是服务于地方日常生活的民生工程。其珍贵之处在于保存完好、纪年明确，是武汉城市历史记忆不可或缺的实物见证，具有重要的文物和历史价值。
",
br_d80c0efa0771,白洋桥,1504,114.39,30.58,湖北,单孔双圆心石拱桥,石,50,11,市级,《武汉市志》,明清时期,华中,古代,中型,"白洋桥
白洋桥通常指的是位于湖北武汉的北洋桥（又名白杨桥），它是一座始建于唐代、于明弘治甲子年（1504年）重建的单孔石拱桥。因桥处于古白洋渡口而得名，后逐渐讹传为“北洋桥”，是武汉现存最古老、保存原貌最好的石拱桥之一，被誉为“武汉桥梁的活化石”。
详细背景与历史价值：
1. 历史背景与建造目的：该桥位于武昌城北东湖港上，此处是东湖通往长江的水道，古称“白洋渡”，为安徽、江西等地客商往来武昌的必经要道。明代以前此处多为竹木桥，屡遭洪水冲毁。1504年，江夏县官员周玺目睹渡船倾覆、多人溺亡的惨剧后，倡议并联合友人陈延英捐资修建了这座石桥，从根本上解决了百姓渡河之险，便利了商旅交通。
2. 工程技术特点：桥梁为单孔双圆心拱，全长约50米，宽约7.76米，净跨10米。桥身采用红砂条石砌筑，结构坚固，形制与著名的赵州桥相似。其设计兼顾了通行与防洪，代表了明代湖北地区民间石桥的较高工艺水平。
3. 历史地位与名称演变：该桥自唐代便有记载，但1504年的这次重建是其历史上一次关键性的“由木转石”的升级，奠定了此后五百多年的基本面貌。桥名最初因渡口而称“白洋桥”，后在当地方言流传中逐渐演变为“北洋桥”。桥头曾立有明万历年间“楚城白杨石桥碑记”及民国重修碑刻，记载了其“屡建屡圯，行人苦之”的历史。
4. 现状与保护：北洋桥至今仍横跨于东湖港上，继续发挥着行人通行的作用。它于1988年被武汉市政府定为文物保护单位，并于1995年、1996年等进行过维修和装饰。作为武汉市级文物保护单位，它不仅是重要的交通遗迹，也是研究武汉城市发展、漕运历史和明代桥梁建筑技术的珍贵实物资料。
总结：白洋桥（1504年）即武汉北洋桥，是一座由地方官员和乡绅捐资、为解决民生渡河难题而建的明代石拱桥。它的建设体现了中国古代地方社会力量参与公共基础设施建设的传统，其五百多年的保存历史也见证了武汉从湖泽之地到现代都市的变迁，具有重要的历史、建筑与文化价值。
",
